ticker,pooled_c_n,reliable,agree_pct,quote_n,quote_agree_pct,tick_n,tick_agree_pct,at_midpoint_n,at_midpoint_pct
AAPL,3372,True,40.33214709371293,1945,53.31619537275064,1427,22.63489838822705,1427,42.319098457888494
AMZN,353,True,86.40226628895184,307,98.6970684039088,46,4.3478260869565215,46,13.031161473087819
ETSY,247,True,45.34412955465587,165,58.78787878787879,82,18.29268292682927,82,33.19838056680162
NFLX,801,True,73.65792759051186,653,87.44257274119448,148,12.837837837837839,148,18.476903870162296
WDAY,544,True,67.83088235294117,421,84.08551068883611,123,12.195121951219512,123,22.610294117647058
